key,fare_amount
2014-06-14 13:39:00.000000107,7.315
2014-06-14 13:39:00.00000048,10.0
2014-06-14 13:39:00.00000043,12.4416
2014-06-14 13:39:00.000000123,9.31
2014-06-14 13:39:00.000000134,8.555
2014-06-14 13:39:00.000000142,5.435
2014-06-14 13:39:00.000000122,10.76
2014-06-14 13:39:00.000000176,9.495
2011-12-12 09:42:12.0000004,6.232000000000002
2011-12-12 09:42:12.0000002,4.2330000000000005
2011-12-12 09:42:12.0000001,11.348000000000003
2011-12-12 09:42:12.0000003,7.048000000000001
2011-12-12 09:42:12.0000005,8.472000000000003
2013-06-27 00:20:40.0000001,19.45
2013-06-27 00:20:40.0000003,12.44
2009-02-20 13:34:16.0000001,7.386000000000001
2009-02-20 13:34:16.0000002,11.466
2009-02-20 13:34:16.0000003,6.978
2010-08-22 21:14:08.0000001,29.957200000000007
2010-08-22 21:14:08.0000005,15.348999999999998
2010-08-22 21:14:08.0000003,4.862000000000002
2010-08-22 21:14:08.0000002,7.956999999999998
2012-08-06 08:58:08.0000002,5.795
2012-08-06 08:58:08.0000001,18.1854
2013-11-04 08:34:12.0000003,5.575
2013-11-04 08:34:12.0000001,11.49
2013-11-04 08:34:12.0000002,11.415
2011-06-24 20:34:48.0000002,7.2639999999999985
2011-06-24 20:34:48.0000001,19.02800000000001
2011-03-28 20:38:36.0000003,6.018000000000002
2011-03-28 20:38:36.0000004,6.822999999999997
2011-03-28 20:38:36.0000002,7.597999999999997
2011-08-14 20:36:28.0000004,6.308999999999997
2011-08-14 20:36:28.0000001,6.560999999999998
2011-08-14 20:36:28.0000003,20.631499999999996
2011-08-14 20:36:28.0000002,7.624999999999999
2015-02-21 15:52:44.0000004,19.775
2015-02-21 15:52:44.0000003,9.53
2015-02-21 15:52:44.0000002,18.38
2015-02-21 15:52:44.0000001,9.975
2013-01-29 11:29:52.0000001,10.7
2014-09-12 19:03:48.0000001,10.7716
2013-11-09 18:52:40.0000004,9.325
2013-11-09 18:52:40.0000002,12.995
2013-04-25 16:10:04.0000001,56.25529999999996
2013-04-25 16:10:04.0000002,8.91
2013-09-07 14:37:52.0000001,8.3
2013-09-07 14:37:52.0000002,11.54
2013-09-07 14:37:52.0000003,5.31
2011-05-21 13:16:20.0000004,4.868000000000002
2011-05-21 13:16:20.0000001,5.295999999999998
2011-05-21 13:16:20.0000003,8.927999999999999
2011-11-25 16:36:24.0000002,6.2280000000000015
2011-11-25 16:36:24.0000001,11.212000000000005
2015-01-31 20:54:04.0000001,6.2
2010-11-01 23:31:28.0000002,7.283999999999999
2010-11-01 23:31:28.0000001,8.7
2010-11-01 23:31:28.0000003,8.895999999999995
2011-03-24 15:57:04.0000003,4.723
2011-03-24 15:57:04.0000001,7.563
2010-05-10 10:37:04.0000005,6.17
2010-05-10 10:37:04.0000002,5.603999999999998
2010-05-10 10:37:04.0000003,9.573999999999998
2010-05-10 10:37:04.0000006,8.638
2012-06-09 16:53:44.0000002,7.588000000000002
2012-08-22 22:39:20.0000003,16.799999999999997
2012-08-22 22:39:20.0000001,5.143999999999998
2012-12-23 02:29:16.0000001,13.003
2012-06-30 15:55:12.0000004,12.492999999999997
2012-06-30 15:55:12.0000002,6.364
2012-06-30 15:55:12.0000003,11.864
2012-06-30 15:55:12.0000001,5.61
2011-10-02 23:36:00.00000056,11.067000000000002
2011-10-02 23:36:00.00000086,15.799199999999999
2011-10-02 23:36:00.00000081,15.463000000000005
2011-10-02 23:36:00.0000009,5.806000000000001
2011-10-02 23:36:00.00000041,11.511999999999999
2011-10-02 23:36:00.00000091,4.579999999999998
2011-10-02 23:36:00.0000008,11.417
2011-10-02 23:36:00.00000015,25.205100000000005
2011-10-02 23:36:00.00000014,10.270999999999997
2011-10-02 23:36:00.00000047,6.704
2011-10-02 23:36:00.00000076,6.5
2011-10-02 23:36:00.00000011,7.5680000000000005
2011-10-02 23:36:00.00000075,5.355999999999999
2011-10-02 23:36:00.00000035,6.864
2011-10-02 23:36:00.00000099,7.443999999999994
2011-10-02 23:36:00.00000062,8.960999999999997
2011-10-02 23:36:00.00000085,8.043999999999997
2011-10-02 23:36:00.00000043,19.67599999999999
2011-10-02 23:36:00.00000071,10.223999999999998
2011-10-02 23:36:00.00000023,6.232
2011-10-02 23:36:00.00000092,5.763999999999999
2011-10-02 23:36:00.00000037,9.354999999999997
2011-10-02 23:36:00.00000083,9.708
2011-10-02 23:36:00.00000054,12.185
2011-10-02 23:36:00.00000073,10.939999999999992
2011-10-02 23:36:00.0000005,7.335999999999997
2011-10-02 23:36:00.00000095,5.471999999999998
2011-10-02 23:36:00.00000088,6.752000000000001
2011-10-02 23:36:00.00000030,8.068000000000001
2011-10-02 23:36:00.0000007,12.344999999999995
2011-10-02 23:36:00.00000013,8.919999999999998
2011-10-02 23:36:00.00000065,26.31310000000001
2011-10-02 23:36:00.00000089,48.09740000000005
2011-10-02 23:36:00.00000096,7.571999999999997
2011-10-02 23:36:00.00000039,8.979999999999999
2011-10-02 23:36:00.00000038,26.4313
2011-10-02 23:36:00.00000067,18.140000000000004
2011-10-02 23:36:00.00000077,11.195999999999994
2011-10-02 23:36:00.00000020,16.934699999999992
2011-10-02 23:36:00.00000063,15.699000000000002
2011-10-02 23:36:00.00000012,8.128
2011-10-02 23:36:00.00000058,14.665999999999999
2011-10-02 23:36:00.00000026,10.019999999999996
2011-10-02 23:36:00.00000074,17.9807
2011-10-02 23:36:00.00000059,12.118500000000004
2011-10-02 23:36:00.00000090,14.858000000000002
2011-10-02 23:36:00.0000004,29.2441
2011-10-02 23:36:00.0000003,14.654400000000004
2011-10-02 23:36:00.00000021,15.889000000000001
2011-10-02 23:36:00.00000097,8.083999999999998
2011-10-02 23:36:00.00000036,18.709400000000002
2011-10-02 23:36:00.00000024,20.26899999999999
2011-10-02 23:36:00.00000082,48.95270000000007
2011-10-02 23:36:00.000000100,7.714999999999995
2011-10-02 23:36:00.00000040,9.610399999999997
2011-10-02 23:36:00.00000022,5.008000000000001
2013-03-21 12:47:28.0000006,11.8
2013-03-21 12:47:28.0000008,10.395
2013-03-21 12:47:28.0000003,13.01
2013-03-21 12:47:28.0000005,6.99
2013-03-21 12:47:28.0000002,9.235
2013-06-07 03:02:56.0000002,20.4533
2013-06-07 03:02:56.0000001,7.235
2010-09-05 22:31:32.0000002,52.7138
2013-07-12 23:33:24.0000001,10.28
2009-12-03 02:32:08.0000001,17.937699999999992
2009-10-15 03:50:36.0000001,5.068999999999998
2011-09-25 22:36:32.0000002,21.63799999999999
2011-09-25 22:36:32.0000001,12.839999999999998
2015-06-08 20:02:56.0000001,9.97
2014-07-16 08:03:32.0000002,11.62
2014-07-16 08:03:32.0000001,12.025
2011-12-15 13:14:32.0000002,8.468
2011-12-15 13:14:32.0000001,5.096
2011-10-11 22:13:48.0000002,12.649000000000003
2011-10-11 22:13:48.0000005,8.339999999999998
2011-10-11 22:13:48.0000003,7.2730000000000015
2013-09-14 16:53:20.0000001,6.643299999999999
2013-09-14 16:53:20.0000002,10.93
2014-02-06 09:09:56.0000004,5.15
2014-02-06 09:09:56.0000003,5.8
2014-02-06 09:09:56.0000001,5.78
2009-06-10 16:55:00.00000081,30.435300000000005
2009-06-10 16:55:00.00000029,4.852000000000001
2009-06-10 16:55:00.000000109,8.186
2009-06-10 16:55:00.00000098,47.7869
2009-06-10 16:55:00.00000054,9.996000000000002
2009-06-10 16:55:00.00000021,30.5548
2009-06-10 16:55:00.00000012,7.621700000000001
2009-06-10 16:55:00.00000033,5.411999999999999
2009-06-10 16:55:00.00000024,8.743000000000002
2009-06-10 16:55:00.00000099,11.017999999999999
2009-06-10 16:55:00.0000009,7.609999999999998
2009-06-10 16:55:00.000000158,7.9877
2009-06-10 16:55:00.000000141,4.388000000000002
2009-06-10 16:55:00.00000093,7.105999999999997
2009-06-10 16:55:00.000000161,9.898000000000001
2009-06-10 16:55:00.00000088,5.6880000000000015
2009-06-10 16:55:00.0000003,8.281999999999996
2009-06-10 16:55:00.00000018,5.5619999999999985
2009-06-10 16:55:00.00000047,7.230000000000003
2009-06-10 16:55:00.000000154,10.38
2009-06-10 16:55:00.000000131,10.280999999999999
2009-06-10 16:55:00.00000046,12.926000000000002
2009-06-10 16:55:00.0000004,5.368000000000002
2009-06-10 16:55:00.000000107,4.305
2009-06-10 16:55:00.000000114,5.790000000000001
2009-06-10 16:55:00.000000117,7.254999999999999
2009-06-10 16:55:00.000000162,10.601999999999997
2009-06-10 16:55:00.00000049,11.106700000000005
2009-06-10 16:55:00.00000069,6.2650000000000015
2009-06-10 16:55:00.000000111,8.804000000000002
2009-06-10 16:55:00.00000083,4.411999999999999
2009-06-10 16:55:00.000000166,58.46380000000003
2009-06-10 16:55:00.000000135,9.041999999999994
2009-06-10 16:55:00.00000044,33.5787
2009-06-10 16:55:00.00000085,7.326999999999998
2009-06-10 16:55:00.000000115,6.259999999999999
2009-06-10 16:55:00.000000108,5.770000000000002
2009-06-10 16:55:00.00000034,6.255700000000001
2009-06-10 16:55:00.00000060,16.430200000000003
2009-06-10 16:55:00.000000120,4.672000000000001
2009-06-10 16:55:00.000000174,30.76400000000002
2009-06-10 16:55:00.0000007,6.5539999999999985
2009-06-10 16:55:00.000000159,7.2360000000000015
2009-06-10 16:55:00.000000171,25.640200000000004
2009-06-10 16:55:00.000000145,13.279000000000003
2009-06-10 16:55:00.00000074,7.509999999999996
2009-06-10 16:55:00.000000138,10.837999999999997
2009-06-10 16:55:00.00000048,4.5600000000000005
2009-06-10 16:55:00.000000101,5.039999999999998
2009-06-10 16:55:00.000000153,5.3889999999999985
2009-06-10 16:55:00.0000002,6.136999999999998
2009-06-10 16:55:00.00000037,10.152
2009-06-10 16:55:00.000000151,9.135999999999996
2009-06-10 16:55:00.000000127,29.520899999999994
2009-06-10 16:55:00.000000144,44.4336
2009-06-10 16:55:00.000000165,14.98
2009-06-10 16:55:00.0000008,5.578000000000002
2009-06-10 16:55:00.000000122,6.9260000000000055
2009-06-10 16:55:00.00000055,30.111200000000007
2009-06-10 16:55:00.00000079,4.628000000000001
2009-06-10 16:55:00.00000016,16.355999999999998
2009-06-10 16:55:00.000000160,17.682000000000006
2009-06-10 16:55:00.000000139,3.934000000000001
2009-06-10 16:55:00.00000075,4.9170000000000025
2009-06-10 16:55:00.00000017,7.2360000000000015
2009-06-10 16:55:00.00000070,5.204999999999999
2009-06-10 16:55:00.000000118,10.858500000000001
2009-06-10 16:55:00.00000066,11.145999999999997
2009-06-10 16:55:00.000000164,5.806
2009-06-10 16:55:00.000000100,9.834000000000003
2009-06-10 16:55:00.00000082,8.636000000000001
2009-06-10 16:55:00.00000090,12.914999999999994
2009-06-10 16:55:00.000000125,12.017999999999994
2009-06-10 16:55:00.000000149,6.374000000000002
2009-06-10 16:55:00.00000068,11.631999999999996
2009-06-10 16:55:00.00000039,6.3160000000000025
2009-06-10 16:55:00.000000124,4.435999999999999
2009-06-10 16:55:00.00000053,5.963999999999999
2009-06-10 16:55:00.00000045,7.933000000000002
2009-06-10 16:55:00.000000102,5.876999999999996
2009-06-10 16:55:00.000000140,6.019999999999998
2009-06-10 16:55:00.000000148,7.771999999999999
2009-06-10 16:55:00.000000147,6.854000000000001
2009-06-10 16:55:00.00000097,7.474
2009-06-10 16:55:00.00000094,6.382000000000001
2009-06-10 16:55:00.00000078,7.115999999999996
2009-06-10 16:55:00.00000035,6.202699999999998
2009-06-10 16:55:00.00000072,7.640000000000002
2009-06-10 16:55:00.00000031,5.096
2009-06-10 16:55:00.00000056,8.116000000000001
2009-06-10 16:55:00.000000128,16.684000000000008
2009-06-10 16:55:00.00000057,6.494000000000002
2009-06-10 16:55:00.00000030,6.773999999999998
2009-06-10 16:55:00.00000043,10.782000000000004
2009-06-10 16:55:00.000000146,7.0290000000000035
2009-06-10 16:55:00.00000010,8.351999999999999
2009-06-10 16:55:00.00000067,10.583
2009-06-10 16:55:00.000000119,5.264999999999999
2009-06-10 16:55:00.00000076,16.974599999999988
2009-06-10 16:55:00.00000025,5.849999999999997
2009-06-10 16:55:00.00000071,16.877000000000006
2009-06-10 16:55:00.000000143,8.536000000000001
2013-06-26 11:19:36.0000002,4.443
2014-09-05 10:02:48.0000004,4.573
2014-09-05 10:02:48.0000002,9.125
2014-09-05 10:02:48.0000001,36.48339999999998
2014-09-05 10:02:48.0000003,9.41
2012-09-19 12:31:40.0000001,10.325
2012-09-19 12:31:40.0000002,6.021
2009-03-22 04:31:40.0000002,19.197
2009-08-27 02:31:44.0000001,18.063999999999993
2009-05-02 20:11:32.0000001,9.634000000000004
2009-05-02 20:11:32.0000004,8.472000000000001
2011-02-20 02:31:16.0000002,7.899
2011-02-20 02:31:16.0000001,18.79100000000001
2011-06-24 12:03:00.00000010,5.427999999999998
2011-06-24 12:03:00.00000067,10.863999999999999
2011-06-24 12:03:00.00000071,10.868
2011-06-24 12:03:00.000000100,6.605999999999998
2011-06-24 12:03:00.000000145,7.379600000000002
2011-06-24 12:03:00.000000152,11.691999999999998
2011-06-24 12:03:00.00000026,13.024000000000003
2011-06-24 12:03:00.000000199,5.280000000000001
2011-06-24 12:03:00.000000195,4.963999999999999
2011-06-24 12:03:00.000000119,6.283999999999997
2011-06-24 12:03:00.00000086,8.703
2011-06-24 12:03:00.00000012,6.9199999999999955
2011-06-24 12:03:00.00000097,18.948500000000003
2011-06-24 12:03:00.00000058,4.596000000000001
2011-06-24 12:03:00.000000176,4.409999999999999
2011-06-24 12:03:00.000000139,3.6039999999999988
2011-06-24 12:03:00.00000048,7.078
2011-06-24 12:03:00.000000159,6.424000000000003
2011-06-24 12:03:00.00000079,5.239999999999997
2011-06-24 12:03:00.000000138,7.345999999999996
2011-06-24 12:03:00.000000135,11.251999999999999
2011-06-24 12:03:00.000000173,7.4030000000000005
2011-06-24 12:03:00.000000162,13.434000000000001
2011-06-24 12:03:00.00000018,10.594
2011-06-24 12:03:00.000000136,6.131999999999997
2011-06-24 12:03:00.000000185,8.045000000000002
2011-06-24 12:03:00.00000069,6.411999999999998
2011-06-24 12:03:00.000000105,6.448000000000003
2011-06-24 12:03:00.000000180,6.747999999999998
2011-06-24 12:03:00.00000053,9.746
2011-06-24 12:03:00.000000142,7.061999999999996
2011-06-24 12:03:00.000000188,8.367999999999999
2011-06-24 12:03:00.00000089,3.8439999999999985
2011-06-24 12:03:00.000000109,7.491999999999997
2011-06-24 12:03:00.00000074,6.289999999999999
2011-06-24 12:03:00.000000113,9.476000000000006
2011-06-24 12:03:00.00000044,5.850000000000001
2011-06-24 12:03:00.000000183,5.954000000000001
2011-06-24 12:03:00.00000047,7.744000000000004
2011-06-24 12:03:00.0000006,9.747999999999998
2011-06-24 12:03:00.0000005,8.311999999999996
2011-06-24 12:03:00.000000200,10.439999999999996
2011-06-24 12:03:00.000000127,8.536000000000001
2011-06-24 12:03:00.000000120,11.723999999999998
2011-06-24 12:03:00.000000133,5.337000000000001
2011-06-24 12:03:00.00000073,6.81
2011-06-24 12:03:00.000000101,4.568999999999997
2011-06-24 12:03:00.000000187,9.782000000000002
2011-06-24 12:03:00.000000122,8.667999999999997
2011-06-24 12:03:00.000000175,5.276999999999999
2011-06-24 12:03:00.000000154,10.472000000000005
2011-06-24 12:03:00.000000197,8.051999999999998
2011-06-24 12:03:00.00000017,7.7360000000000015
2011-06-24 12:03:00.000000186,10.931999999999993
2011-06-24 12:03:00.00000020,9.876000000000005
2011-06-24 12:03:00.00000035,10.190000000000005
2011-06-24 12:03:00.000000193,7.4899999999999975
2011-06-24 12:03:00.000000201,9.08
2011-06-24 12:03:00.00000054,26.638100000000026
2011-06-24 12:03:00.00000075,7.704000000000003
2011-06-24 12:03:00.000000114,6.497000000000001
2011-06-24 12:03:00.00000062,25.239599999999992
2011-06-24 12:03:00.00000055,28.822200000000013
2011-06-24 12:03:00.00000025,5.4
2011-06-24 12:03:00.00000022,5.241999999999998
2011-06-24 12:03:00.000000144,13.279999999999998
2011-06-24 12:03:00.000000177,6.614000000000001
2011-06-24 12:03:00.000000124,5.769699999999998
2011-06-24 12:03:00.00000094,4.402
2011-06-24 12:03:00.00000041,5.911999999999999
2011-06-24 12:03:00.000000141,7.551999999999997
2011-06-24 12:03:00.00000092,8.030000000000003
2011-06-24 12:03:00.000000189,17.484
2011-06-24 12:03:00.000000171,10.663999999999998
2011-06-24 12:03:00.000000157,6.247999999999998
2011-06-24 12:03:00.000000179,7.6880000000000015
2011-06-24 12:03:00.000000107,12.568
2011-06-24 12:03:00.00000095,15.816000000000006
2011-06-24 12:03:00.00000076,11.605500000000001
2011-06-24 12:03:00.000000156,7.164000000000001
2011-06-24 12:03:00.000000111,32.26369999999999
2011-06-24 12:03:00.000000116,9.159999999999995
2011-06-24 12:03:00.00000033,10.339300000000001
2011-06-24 12:03:00.00000082,4.0500000000000025
2011-06-24 12:03:00.00000078,5.083999999999999
2011-06-24 12:03:00.00000051,11.274000000000003
2011-06-24 12:03:00.000000143,11.383999999999999
2011-06-24 12:03:00.000000126,13.476
2011-06-24 12:03:00.00000088,9.915999999999997
2011-06-24 12:03:00.000000191,17.66000000000001
2011-06-24 12:03:00.00000063,12.240000000000002
2011-06-24 12:03:00.00000045,15.273
2011-06-24 12:03:00.00000060,7.003999999999998
2011-06-24 12:03:00.00000040,33.2605
2011-06-24 12:03:00.00000057,9.319999999999995
2011-06-24 12:03:00.00000013,5.815999999999999
2011-06-24 12:03:00.00000068,28.455799999999986
2011-06-24 12:03:00.000000165,4.221999999999999
2011-06-24 12:03:00.00000056,5.695999999999998
2011-06-24 12:03:00.000000150,7.816000000000002
2011-06-24 12:03:00.00000052,5.908
2011-06-24 12:03:00.00000085,49.32270000000008
2011-06-24 12:03:00.000000190,8.011999999999999
2011-06-24 12:03:00.00000072,6.920000000000001
2011-06-24 12:03:00.000000137,4.880000000000002
2011-06-24 12:03:00.000000102,5.895999999999997
2011-06-24 12:03:00.000000106,8.742
2011-06-24 12:03:00.000000118,6.7865
2011-06-24 12:03:00.00000046,13.740000000000002
2011-06-24 12:03:00.000000110,11.515999999999998
2011-06-24 12:03:00.000000181,5.892000000000001
2011-06-24 12:03:00.000000194,5.039999999999997
2011-06-24 12:03:00.00000061,13.161100827141217
2011-06-24 12:03:00.0000001,11.561999999999996
2011-06-24 12:03:00.00000087,8.787999999999997
2011-06-24 12:03:00.00000066,5.703999999999997
2011-06-24 12:03:00.000000146,6.454000000000002
2011-06-24 12:03:00.000000149,49.64290000000008
2011-06-24 12:03:00.00000038,12.210000000000003
2011-06-24 12:03:00.000000196,8.619999999999997
2011-06-24 12:03:00.00000093,8.882
2011-06-24 12:03:00.000000170,4.689999999999999
2011-06-24 12:03:00.000000168,8.677999999999999
2011-06-24 12:03:00.0000002,12.536000000000003
2011-06-24 12:03:00.00000042,12.724
2014-06-15 07:06:00.0000006,5.68
2014-06-15 07:06:00.00000037,8.735
2014-06-15 07:06:00.00000025,6.33
2014-06-15 07:06:00.0000008,10.605
2014-06-15 07:06:00.00000036,43.8679
2014-06-15 07:06:00.00000042,25.288799999999988
2014-06-15 07:06:00.00000033,4.395
2014-06-15 07:06:00.00000013,11.704599999999997
2014-06-15 07:06:00.00000035,56.47819999999995
2014-06-15 07:06:00.00000030,9.345
2014-06-15 07:06:00.00000024,7.25
2014-06-15 07:06:00.00000031,10.11
2014-06-15 07:06:00.0000009,14.11
2014-06-15 07:06:00.00000039,54.881299999999975
2014-06-15 07:06:00.00000010,9.749
2014-06-15 07:06:00.00000019,14.96
2014-06-15 07:06:00.00000041,7.625
2014-06-15 07:06:00.00000028,17.34
2014-06-15 07:06:00.00000014,54.22599999999998
2014-06-15 07:06:00.0000003,13.475
2014-06-15 07:06:00.00000017,56.366999999999955
2014-06-15 07:06:00.00000015,15.48
2014-06-15 07:06:00.00000026,6.38
2014-06-15 07:06:00.0000002,14.578299999999999
2014-06-15 07:06:00.00000040,5.23
2014-06-15 07:06:00.00000016,5.4
2014-06-06 16:22:20.0000003,5.275
2014-06-06 16:22:20.0000002,9.77
2015-05-30 21:29:04.0000004,13.6
2015-05-30 21:29:04.0000007,16.6633
2015-05-30 21:29:04.0000003,11.735
2015-05-30 21:29:04.0000001,8.62
2009-10-26 12:01:36.0000001,9.843999999999996
2009-10-26 12:01:36.0000002,8.247999999999996
2009-10-26 12:01:36.0000005,6.871999999999997
2009-10-26 12:01:36.0000003,7.152000000000003
2013-02-02 15:45:08.0000003,8.835
2013-02-02 15:45:08.0000001,8.79
2013-02-02 15:45:08.0000002,11.68
2015-04-15 06:47:04.0000001,7.68
2015-04-15 06:47:04.0000002,10.62
2010-12-14 23:27:36.0000001,5.504000000000001
2009-03-05 11:03:04.0000002,4.7620000000000005
2009-03-05 11:03:04.0000001,12.510000000000005
2013-07-18 12:23:40.0000003,5.4079999999999995
2013-07-18 12:23:40.0000002,5.765
2013-07-18 12:23:40.0000001,7.845
2014-04-14 13:48:32.0000004,8.7
2014-04-14 13:48:32.0000003,6.18
2014-08-18 05:33:08.0000001,8.615
2012-01-28 03:14:28.0000001,28.24689999999998
2009-09-14 02:19:00.00000014,10.485399999999995
2009-09-14 02:19:00.00000035,9.392999999999995
2009-09-14 02:19:00.00000040,7.291
2009-09-14 02:19:00.00000031,4.888000000000002
2009-09-14 02:19:00.0000003,8.335999999999991
2009-09-14 02:19:00.00000025,8.181999999999999
2009-09-14 02:19:00.0000008,20.38239999999999
2009-09-14 02:19:00.00000024,9.626999999999995
2009-09-14 02:19:00.00000021,7.6114
2009-09-14 02:19:00.00000036,9.509999999999998
2009-09-14 02:19:00.0000009,48.15970000000002
2009-09-14 02:19:00.0000001,9.118699999999993
